"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"220","FRIENDS OF CONRAD BURNS 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"221","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"222","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"223","STABENOW FOR US SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"224","STABENOW FOR US SENATE","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"225","FRIENDS OF GEORGE ALLEN","VA",4000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"226","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"227","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Abortion"
"228","HATCH ELECTION COMMITTEE INC","UT",4000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Foreign Policy"
"229","JON KYL FOR U S SENATE","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Civil Liberties"
"230","MIKE DEWINE FOR US SENATE","OH",2500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"231","MENENDEZ FOR CONGRESS, ROBERT","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"232","BILL NELSON FOR US SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Big Business"
"233","FEINSTEIN FOR SENATE","CA",2000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Civil Liberties"
"234","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"235","MENENDEZ FOR CONGRESS","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Abortion"
"236","FRIENDS OF CONRAD BURNS","MT",3000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"237","RE-ELECT HAROLD FORD","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"238","NELSON 2006","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"239","TALENT FOR SENATE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"240","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"241","FRIENDS OF CONRAD BURNS - 2006","MT",2500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"242","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"243","BILL NELSON FOR U S SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Gun Rights"
"244","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"245","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"246","FRIENDS OF GEORGE ALLEN","VA",3000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"247","FRIENDS OF JOE LIEBERMAN","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"248","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Jobs"
"249","FRIENDS OF CONRAD BURNS - 2006","MT",1500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"250","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"251","NELSON FOR U S SENATE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"252","MENENDEZ FOR CONGRESS","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"253","TALENT FOR SENATE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"254","BOB CASEY FOR PENNSYLVANNIA COMMITTEE","PA",2000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Civil Liberties"
"255","STABENOW FOR US SENATE","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Gun Rights"
"256","FRIENDS OF HILLARY","NY",2500,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Foreign Policy"
"257","FRIENDS OF ROBERT C. BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Taxes"
"258","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"259","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"260","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"261","NELSON 2006","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"262","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Taxes"
"263","KENNEDY FOR SENATE 2006","MA",4000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Jobs"
"264","STABENOW FOR SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"265","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Civil Liberties"
"266","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"267","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Big Business"
"268","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",2000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"269","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"270","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Jobs"
"271","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"272","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Abortion"
"273","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",2500,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Taxes"
"274","KENNEDY FOR SENATE 2006","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"275","MENENDEZ FOR CONGRESS","NJ",2000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"276","SNOWE FOR SENATE","ME",2500,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Gun Rights"
"277","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",2500,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"278","BOB CASEY FOR PENNSYLVANIA","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Abortion"
"279","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"280","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"281","KENNEDY FOR SENATE 2006","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"282","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"283","SNOWE FOR SENATE","ME",2500,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Big Business"
"284","SNOWE FOR SENATE","ME",5000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Jobs"
"285","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"286","HATCH ELECTION COMMITTEE","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Gun Rights"
"287","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Abortion"
"288","ENSIGN FOR SENATE","NV",1250,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Civil Liberties"
"289","KENNEDY FOR SENATE","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Big Business"
"290","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"291","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"292","ENSIGN FOR SENATE","NV",3000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Civil Liberties"
"293","HATCH ELECTION COMMITTEE INC","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Foreign Policy"
"294","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"295","HATCH ELECTION COMMITTEE","UT",3000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Gun Rights"
"296","BILL NELSON FOR U S SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Taxes"
"297","KENNEDY FOR SENATE 2006","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"298","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"299","MIKE DEWINE FOR US SENATE","OH",2500,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"300","NELSON 2006","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"301","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"302","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"303","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Gun Rights"
"304","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"305","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"306","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"307","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"308","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Gun Rights"
"309","RE-ELECT HAROLD FORD","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"310","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"311","BILL NELSON FOR U S SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Civil Liberties"
"312","TALENT FOR SENATE COMMITTEE","MO",4000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"313","RE-ELECT HAROLD FORD","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"314","NELSON 2006","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"315","FRIENDS OF KENT CONRAD","ND",4000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"316","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"317","BILL NELSON FOR U.S. SENATE","FL",2500,"S8FL00166","NELSON, BILL","DEM","W",60,"Big Business"
"318","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"319","RE-ELECT HAROLD FORD","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Taxes"
"320","TALENT FOR SENATE COMMITTEE","MO",4000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"321","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"322","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"323","HAROLD FORD JR FOR CONGRESS COMMITTEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"324","TRENT LOTT FOR MISSISSIPPI","MS",2500,"S8MS00162","LOTT, TRENT","REP","W",63,"Civil Liberties"
"325","STABENOW FOR U.S. SENATE","MI",2500,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"326","TALENT FOR SENATE COMMITTEE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"327","KENNEDY FOR SENATE 2006","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Foreign Policy"
"328","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"329","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"330","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"331","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"332","BEN NELSON FOR U.S. SENATE COMMITTEE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"333","BILL NELSON FOR US SENATE CAMPAIGN","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Taxes"
"334","RE-ELECT HAROLD FORD JUNIOR","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"335","BEN NELSON FOR U.S. SENATE","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"336","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"337","FRIENDS OF JOE LIEBERMAN","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"338","FRIENDS OF DANIEL AKAKA","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Taxes"
"339","STABENOW FOR SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"340","STABENOW FOR SENATE","MI",3000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Gun Rights"
"341","BEN NELSON FOR U.S. SENATE CMTE","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"342","NELSON 2006","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"343","FRIENDS OF CRAIG THOMAS","WY",2500,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Foreign Policy"
"344","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"345","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"346","FRIENDS OF GEORGE ALLEN","VA",4000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Abortion"
"347","FRIENDS OF GEORGE ALLEN","VA",3000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"348","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"349","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"350","CONRAD, KENT SEN.","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"351","KYL, JON L SEN.","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Foreign Policy"
"352","JON KYL FOR U.S. SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Gun Rights"
"353","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"354","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Gun Rights"
"355","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"356","TALENT FOR SENATE INC","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"357","CARPER FOR SENATE","DE",3420,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Taxes"
"358","FRIENDS OF GEORGE ALLEN","VA",2500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"359","BEN NELSON FOR U.S. SENATE COMMITTEE","NE",2500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Jobs"
"360","BEN NELSON FOR U.S. SENATE COMMITTEE","NE",1500,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"361","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"362","CARPER FOR SENATE","DE",4000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"363","RE-ELECT HAROLD FORD","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Taxes"
"364","CARPER FOR SENATE","DE",2500,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Civil Liberties"
"365","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Taxes"
"366","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"367","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Abortion"
"368","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"369","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"370","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"371","PINNACLE DIRECT","MI",5389,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Foreign Policy"
"372","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"373","SNOWE FOR SENATE","ME",1500,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Big Business"
"374","MENENDEZ FOR CONGRESS","NJ",3000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Foreign Policy"
"375","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"376","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",2000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Abortion"
"377","MARK KENNEDY 06","MN",2000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Jobs"
"378","TALENT FOR SENATE COMMITTEE","MO",2000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"379","FRIENDS OF KATHERINE HARRIS","FL",2000,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Abortion"
"380","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"381","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"382","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"383","MENENDEZ FOR CONGRESS","NJ",2500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Big Business"
"384","FRIENDS OF DICK LUGAR INC","IN",4000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Taxes"
"385","TALENT FOR SENATE COMMITTEE","MO",4000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"386","JON KYL FOR US SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"387","FRIENDS OF KATHERINE HARRIS","FL",5000,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Abortion"
"388","KYL FOR U.S. SENATE","AZ",2500,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"389","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Abortion"
"390","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"391","BEN NELSON FOR US SENATE","NE",2000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"392","FRIENDS OF KENT CONRAD","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"393","CONRAD, KENT","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"394","CONRAD, KENT","ND",2500,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"395","HATCH ELECTION COMMITTEE INC","UT",2000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Taxes"
"396","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Taxes"
"397","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"398","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"399","TALENT FOR SENATE","MO",3500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"400","FRIENDS OF DICK LUGAR INC.","IN",2000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Taxes"
"401","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"402","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Abortion"
"403","BILL NELSON FOR SENATE","FL",2000,"S8FL00166","NELSON, BILL","DEM","W",60,"Foreign Policy"
"404","FRIENDS OF JOE LIEBERMAN","CT",2500,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Abortion"
"405","STABENOW FOR US SENATE","MI",2500,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"406","SANTORUM 2006","PA",2500,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"407","FRIENDS OF CONRAD BURNS - 2006","MT",2500,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"408","SANTORUM 2006","PA",2000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Civil Liberties"
"409","NELSON 2006","NE",3000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Gun Rights"
"410","HATCH ELECTION COMMITTEE","UT",4000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Abortion"
"411","JON KYL FOR U S SENATE","AZ",2000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"412","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"413","FRIENDS OF JOE LIBERMAN","CT",2000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"414","FRIENDS OF HILLARY","NY",2000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Jobs"
"415","FRIENDS OF GEORGE ALLEN","VA",2000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Big Business"
"416","CARPER FOR SENATE","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Big Business"
"417","HATCH ELECTION COMMITTEE","UT",2500,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Taxes"
"418","FRIENDS OF CONRAD BURNS","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"419","TALENT FOR US SENATE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"420","ENSIGN FOR SENATE","NV",2000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"421","FRIENDS OF KENT CONRAD","ND",2000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Jobs"
"422","JON KYL FOR U S SENATE","AZ",3000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"423","STABENOW FOR US SENATE","MI",2000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Jobs"
"424","FRIENDS OF CONRAD BURNS - 2006","MT",2000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"425","FRIENDS OF CRAIG THOMAS","WY",2000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Jobs"
"426","CARPER FOR SENATE","DE",2000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Foreign Policy"
"427","CARPER FOR SENATE","DE",3000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Gun Rights"
"428","MARK KENNEDY 06","MN",1841,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Taxes"
"429","TALENT FOR SENATE COMMITTEE","MO",2500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"430","KENNEDY FOR SENATE","MA",2000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Foreign Policy"
"431","SANTORUM 2006","PA",3000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"432","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"433","HATCH ELECTION COMMITTEE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Big Business"
"434","FRIENDS OF GEORGE ALLEN","VA",3000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"435","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"436","SNOWE FOR SENATE","ME",2500,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Taxes"
"437","TALENT FOR SENATE COMMITTEE","MO",1500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"438","FRIENDS OF KATHERINE HARRIS","FL",5000,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Jobs"
"439","TALENT FOR SENATE COMMITTEE","MO",2500,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Gun Rights"
"440","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Jobs"
"441","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Big Business"
